id;time_start;time_end;act;prev_act;next_act;contract_start;contract_end;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11
461;2012-01-31;2013-12-31;func_052;before_data_capture;func_189;2011-04-01;2013-12-31;cat_2;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.08;1;0.42;0.1770549
461;2014-01-31;2016-12-31;func_189;func_052;func_226;2014-01-01;2099-12-31;cat_7;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.08;1;0.42;0.1878026
461;2017-01-31;2017-02-28;func_226;func_189;func_224;2014-01-01;2099-12-31;cat_7;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.12;1;0.42;0.1899248
461;2017-02-28;2021-03-31;func_224;func_226;func_022;2014-01-01;2099-12-31;cat_7;cat_04;cat_191;cat_1;cat_01;cat_7;cat_2;0.28;1;0.58;0.237251
461;2021-04-30;2021-12-31;func_022;func_224;none;2014-01-01;2099-12-31;cat_7;cat_04;cat_191;cat_1;cat_01;cat_7;cat_2;0.28;1;0.58;0.237251
462;2021-09-30;2021-12-31;func_041;none;none;2021-09-01;2099-12-31;cat_4;cat_02;cat_159;cat_2;cat_01;cat_4;cat_2;0;1;0.58;0.2222222
463;2020-01-31;2020-06-30;func_241;none;func_114;2020-01-01;2099-12-31;cat_2;cat_16;cat_306;cat_2;cat_01;cat_7;cat_4;0;1;0.67;0.2645758
463;2020-07-31;2021-12-31;func_114;func_241;none;2020-01-01;2099-12-31;cat_2;cat_16;cat_306;cat_2;cat_01;cat_7;cat_4;0.04;1;0.75;0.3169307
464;2001-01-01;2012-01-31;before_data_capture;none;func_166;2011-12-19;2099-12-31;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1524359
464;2012-01-31;2013-05-31;func_166;before_data_capture;func_039;2011-12-19;2099-12-31;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1524359
464;2013-06-30;2014-09-30;func_039;func_166;func_043;2011-12-19;2099-12-31;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.12;1;0.33;0.1566627
464;2014-10-31;2016-10-31;func_043;func_039;func_187;2011-12-19;2099-12-31;cat_3;cat_16;cat_331;cat_2;cat_01;cat_4;cat_3;0.2;1;0.42;0.1662627
464;2016-11-30;2021-12-31;func_187;func_043;none;2011-12-19;2099-12-31;cat_3;cat_19;cat_333;cat_2;cat_01;cat_4;cat_4;0.4;0.8;0.42;0.1945673
465;2018-10-31;2020-02-29;func_155;none;func_187;2018-10-15;2099-12-31;cat_3;cat_05;cat_387;cat_2;cat_01;cat_3;cat_2;0.08;1;0.33;0.1615327
465;2020-03-31;2021-12-31;func_187;func_155;none;2018-10-15;2099-12-31;cat_3;cat_05;cat_387;cat_2;cat_01;cat_3;cat_2;0.12;1;0.42;0.1753229
466;2019-07-31;2020-01-31;func_177;none;leave;2019-07-16;2020-01-31;cat_2;cat_03;cat_368;cat_2;cat_01;cat_6;cat_3;0.04;1;0.33;0.1745882
466;2020-01-31;2020-01-31;leave;func_177;none;2019-07-16;2020-01-31;cat_2;cat_03;cat_368;cat_2;cat_01;cat_6;cat_3;0.04;1;0.33;0.1745882
467;2001-01-01;2012-01-31;before_data_capture;none;func_101;2012-01-01;2099-12-31;cat_7;cat_04;cat_164;cat_1;cat_01;cat_1;cat_2;0.2;1;0.58;0.229951
467;2012-01-31;2017-02-28;func_101;before_data_capture;func_212;2012-01-01;2099-12-31;cat_7;cat_04;cat_164;cat_1;cat_01;cat_1;cat_2;0.2;1;0.58;0.229951
467;2017-03-31;2021-12-31;func_212;func_101;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_170;cat_1;cat_01;cat_1;cat_2;0.36;0.8;0.67;0.2789
468;2015-10-31;2020-06-30;func_113;none;func_240;2015-10-01;2099-12-31;cat_2;cat_18;cat_272;cat_2;cat_01;cat_1;cat_4;0.2;0.8;0.58;0.2382046
468;2020-07-31;2021-12-31;func_240;func_113;none;2015-10-01;2099-12-31;cat_2;cat_18;cat_272;cat_2;cat_01;cat_1;cat_4;0.24;0.8;0.67;0.2601542
469;2001-01-01;2012-01-31;before_data_capture;none;func_177;2007-10-29;2099-12-31;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1620059
469;2012-01-31;2014-04-30;func_177;before_data_capture;func_216;2007-10-29;2099-12-31;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1620059
469;2014-05-31;2021-12-31;func_216;func_177;none;2007-10-29;2099-12-31;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_2;0.56;0.8;0.42;0.2016281
470;2001-01-01;2012-01-31;before_data_capture;none;func_158;2009-09-15;2099-12-31;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.24;1;0.33;0.1532118
470;2012-01-31;2015-08-31;func_158;before_data_capture;func_040;2009-09-15;2099-12-31;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.24;1;0.33;0.1532118
470;2015-09-30;2018-09-30;func_040;func_158;func_192;2009-09-15;2099-12-31;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.36;1;0.42;0.1680288
470;2018-10-31;2021-10-31;func_192;func_040;func_091;2009-09-15;2099-12-31;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_2;0.48;1;0.5;0.1934641
470;2021-11-30;2021-12-31;func_091;func_192;none;2009-09-15;2099-12-31;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_2;0.48;1;0.5;0.1934641
471;2001-01-01;2012-01-31;before_data_capture;none;func_163;2012-01-01;2014-07-30;cat_7;cat_04;cat_410;cat_2;cat_01;cat_7;cat_3;0.08;1;0.33;0.1539908
471;2012-01-31;2014-07-31;func_163;before_data_capture;leave;2012-01-01;2014-07-30;cat_7;cat_04;cat_410;cat_2;cat_01;cat_7;cat_3;0.08;1;0.33;0.1539908
471;2014-07-31;2014-07-31;leave;func_163;none;2012-01-01;2014-07-30;cat_7;cat_04;cat_410;cat_2;cat_01;cat_7;cat_3;0.08;1;0.33;0.1539908
472;2021-06-30;2021-12-31;func_223;none;none;2021-06-16;2099-12-31;cat_2;cat_04;cat_204;cat_2;cat_01;cat_4;cat_3;0;1;0.58;0.2287582
473;2016-08-31;2016-10-31;func_039;none;func_155;2016-08-01;2099-12-31;cat_3;cat_04;cat_039;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1633987
473;2016-11-30;2018-02-28;func_155;func_039;func_187;2016-08-01;2099-12-31;cat_3;cat_04;cat_039;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1682686
473;2018-03-31;2021-12-31;func_187;func_155;none;2016-08-01;2099-12-31;cat_3;cat_04;cat_091;cat_2;cat_01;cat_4;cat_4;0.2;1;0.5;0.199415
474;2019-01-31;2021-12-31;func_234;none;none;2019-01-01;2099-12-31;cat_7;cat_04;cat_193;cat_1;cat_01;cat_3;cat_4;0.08;1;0.5;0.2217908
475;2013-02-28;2017-10-31;func_014;none;func_027;2013-02-01;2017-10-31;cat_7;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.16;1;0.58;0.2255667
475;2017-11-30;2018-04-30;func_027;func_014;func_246;2017-11-01;2099-12-31;cat_2;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.04;0.8;0.58;0.2341588
475;2018-05-31;2021-12-31;func_246;func_027;none;2017-11-01;2099-12-31;cat_2;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.16;0.8;0.58;0.2573477
476;2020-01-31;2021-12-31;func_007;none;none;2020-01-01;2099-12-31;cat_2;cat_16;cat_284;cat_2;cat_01;cat_4;cat_3;0.04;0.8;0.42;0.205602
477;2001-01-01;2012-01-31;before_data_capture;none;func_177;2009-03-11;2099-12-31;cat_2;cat_06;cat_105;cat_1;cat_01;cat_4;cat_3;0.2;1;0.33;0.159334
477;2012-01-31;2014-04-30;func_177;before_data_capture;func_216;2009-03-11;2099-12-31;cat_2;cat_06;cat_105;cat_1;cat_01;cat_4;cat_3;0.2;1;0.33;0.159334
477;2014-05-31;2021-12-31;func_216;func_177;none;2009-03-11;2099-12-31;cat_2;cat_06;cat_101;cat_1;cat_01;cat_4;cat_2;0.48;1;0.42;0.1900706
478;2001-01-01;2012-01-31;before_data_capture;none;func_177;2011-12-16;2020-01-12;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.33;0.1670562
478;2012-01-31;2017-02-28;func_177;before_data_capture;func_216;2011-12-16;2020-01-12;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.33;0.1670562
478;2017-03-31;2020-01-31;func_216;func_177;leave;2011-12-16;2020-01-12;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.36;1;0.42;0.1933719
478;2020-01-31;2020-01-31;leave;func_216;none;2011-12-16;2020-01-12;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.36;1;0.42;0.1933719
479;2020-01-31;2021-12-31;func_007;none;none;2020-01-01;2099-12-31;cat_2;cat_26;cat_339;cat_2;cat_01;cat_4;cat_3;0.04;1;0.42;0.211651
480;2013-06-30;2015-10-31;func_187;none;func_002;2013-06-10;2015-10-31;cat_3;cat_15;cat_002;cat_2;cat_01;cat_4;cat_2;0.08;1;0.42;0.1624667
480;2015-11-30;2021-12-31;func_002;func_187;none;2015-11-01;2022-06-12;cat_7;cat_15;cat_002;cat_2;cat_01;cat_4;cat_5;0.24;1;0.58;0.2374052
481;2020-12-31;2021-03-31;func_155;none;leave;2021-02-01;2021-03-31;cat_3;cat_02;cat_089;cat_2;cat_01;cat_4;cat_2;0;0.6;0.33;0.1451569
481;2021-03-31;2021-03-31;leave;func_155;none;2021-02-01;2021-03-31;cat_3;cat_02;cat_089;cat_2;cat_01;cat_4;cat_2;0;0.6;0.33;0.1451569
482;2001-01-01;2012-01-31;before_data_capture;none;func_056;2011-10-04;2017-08-02;cat_1;cat_01;cat_347;cat_1;cat_01;cat_4;cat_4;0.24;1;0.5;0.221751
482;2012-01-31;2017-08-31;func_056;before_data_capture;leave;2011-10-04;2017-08-02;cat_1;cat_01;cat_347;cat_1;cat_01;cat_4;cat_4;0.24;1;0.5;0.221751
482;2017-08-31;2017-08-31;leave;func_056;none;2011-10-04;2017-08-02;cat_1;cat_01;cat_347;cat_1;cat_01;cat_4;cat_4;0.24;1;0.5;0.221751
483;2019-06-30;2021-12-31;func_210;none;none;2019-06-01;2099-12-31;cat_4;cat_04;cat_074;cat_2;cat_01;cat_1;cat_3;0.08;1;0.67;0.3001784
484;2013-02-28;2013-09-30;func_101;none;func_247;2013-02-01;2022-05-15;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0;1;0.58;0.2112359
484;2013-10-31;2017-02-28;func_247;func_101;func_101;2013-02-01;2022-05-15;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.16;1;0.58;0.229951
484;2017-03-31;2019-02-28;func_101;func_247;func_212;2013-02-01;2022-05-15;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.24;0.8;0.58;0.2548451
484;2019-03-31;2021-12-31;func_212;func_101;none;2013-02-01;2022-05-15;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.32;1;0.67;0.2772614
485;2001-01-01;2012-01-31;before_data_capture;none;func_151;2008-12-08;2014-10-05;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.2;1;0.33;0.1497895
485;2012-01-31;2013-02-28;func_151;before_data_capture;func_011;2008-12-08;2014-10-05;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.2;1;0.33;0.1497895
485;2013-03-31;2014-10-30;func_011;func_151;func_038;2008-12-08;2014-10-05;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.24;1;0.33;0.1539908
485;2014-11-30;2016-10-31;func_038;func_011;func_187;2014-10-06;2099-12-31;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1651895
485;2016-11-30;2021-12-31;func_187;func_038;none;2014-10-06;2099-12-31;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.28;1;0.42;0.1869078
486;2020-08-31;2021-12-31;func_177;none;none;2020-08-01;2022-05-02;cat_2;cat_10;cat_162;cat_2;cat_01;cat_5;cat_3;0.04;1;0.33;0.2053575
487;2013-04-30;2014-09-30;func_039;none;func_170;2013-04-15;2099-12-31;cat_3;cat_19;cat_307;cat_2;cat_01;cat_4;cat_3;0.04;1;0.42;0.159334
487;2014-10-31;2016-10-31;func_170;func_039;func_187;2013-04-15;2099-12-31;cat_3;cat_19;cat_307;cat_2;cat_01;cat_4;cat_4;0.12;1;0.42;0.1662627
487;2016-11-30;2021-12-31;func_187;func_170;none;2013-04-15;2099-12-31;cat_3;cat_01;cat_317;cat_2;cat_01;cat_4;cat_3;0.32;1;0.42;0.1950399
488;2001-01-01;2012-01-31;before_data_capture;none;func_177;2011-01-01;2013-03-31;cat_2;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.33;0.1683052
488;2012-01-31;2013-03-31;func_177;before_data_capture;func_105;2011-01-01;2013-03-31;cat_2;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.33;0.1683052
488;2013-04-30;2015-02-28;func_105;func_177;func_239;2013-04-01;2018-12-09;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.42;0.1778843
488;2015-03-31;2018-02-28;func_239;func_105;func_241;2013-04-01;2018-12-09;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.2;1;0.5;0.1989209
488;2018-03-31;2018-12-31;func_241;func_239;leave;2013-04-01;2018-12-09;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.2;1;0.67;0.2091503
488;2018-12-31;2018-12-31;leave;func_241;none;2013-04-01;2018-12-09;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.2;1;0.67;0.2091503
489;2015-06-30;2015-11-30;func_177;none;leave;2015-06-01;2015-11-30;cat_2;cat_08;cat_405;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1780908
489;2015-11-30;2015-11-30;leave;func_177;none;2015-06-01;2015-11-30;cat_2;cat_08;cat_405;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1780908
490;2012-01-31;2013-03-31;func_105;before_data_capture;leave;2013-02-04;2013-03-12;cat_4;cat_04;cat_346;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.1638301
490;2001-01-01;2012-01-31;before_data_capture;none;func_105;2013-02-04;2013-03-12;cat_4;cat_04;cat_346;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.1638301
490;2013-03-31;2013-03-31;leave;func_105;none;2013-02-04;2013-03-12;cat_4;cat_04;cat_346;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.1638301
491;2013-07-31;2017-02-28;func_177;func_216;func_216;2013-07-01;2019-05-05;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.16;0.8;0.33;0.181015
491;2017-03-31;2019-04-30;func_216;func_177;func_226;2013-07-01;2019-05-05;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.24;0.8;0.42;0.211585
491;2019-05-31;2019-05-31;func_226;none;func_216;2019-05-06;2099-12-31;cat_7;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0;0.8;0.42;0.211585
491;2019-05-31;2019-05-31;func_216;func_226;func_177;2013-07-01;2019-05-05;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.24;0.8;0.42;0.211585
491;2019-06-30;2019-12-31;func_226;func_216;func_224;2019-05-06;2099-12-31;cat_7;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0;0.8;0.42;0.211585
491;2020-01-31;2021-12-31;func_224;func_226;none;2019-05-06;2099-12-31;cat_7;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.08;0.8;0.58;0.2343307
492;2001-01-01;2012-01-31;before_data_capture;none;func_177;2009-12-16;2099-12-31;cat_2;cat_08;cat_391;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1573837
492;2012-01-31;2016-02-29;func_177;before_data_capture;func_216;2009-12-16;2099-12-31;cat_2;cat_08;cat_391;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1573837
492;2016-03-31;2021-12-31;func_216;func_177;none;2009-12-16;2099-12-31;cat_2;cat_08;cat_391;cat_2;cat_01;cat_4;cat_4;0.48;0.8;0.42;0.1945673
493;2020-03-31;2021-12-31;func_105;none;none;2020-03-01;2022-03-31;cat_4;cat_04;cat_195;cat_2;cat_01;cat_7;cat_4;0.04;1;0.33;0.223466
494;2021-11-30;2021-12-31;func_149;none;none;2021-11-16;2099-12-31;cat_7;cat_04;cat_068;cat_2;cat_01;cat_4;cat_4;0;1;0.67;0.3006536
495;2020-12-31;2021-05-31;func_155;none;leave;2021-05-01;2021-05-31;cat_3;cat_02;cat_149;cat_2;cat_01;cat_4;cat_4;0;0.4;0.33;0.1437908
495;2021-05-31;2021-05-31;leave;func_155;none;2021-05-01;2021-05-31;cat_3;cat_02;cat_149;cat_2;cat_01;cat_4;cat_4;0;0.4;0.33;0.1437908
496;2014-01-31;2015-01-31;func_005;none;func_024;2014-01-06;2015-12-31;cat_2;cat_04;cat_083;cat_1;cat_01;cat_4;cat_3;0.04;1;0.25;0.1480725
496;2015-02-28;2015-12-31;func_024;func_005;func_010;2014-01-06;2015-12-31;cat_2;cat_04;cat_083;cat_1;cat_01;cat_4;cat_3;0.04;1;0.33;0.1513627
496;2016-01-31;2021-12-31;func_010;func_024;none;2016-01-01;2099-12-31;cat_3;cat_02;cat_083;cat_1;cat_01;cat_4;cat_5;0.2;1;0.42;0.1804608
497;2014-06-30;2020-02-29;func_184;none;func_028;2014-06-09;2099-12-31;cat_7;cat_04;cat_190;cat_2;cat_01;cat_1;cat_3;0.24;1;0.67;0.3788235
497;2020-03-31;2020-12-31;func_028;func_184;func_103;2014-06-09;2099-12-31;cat_7;cat_04;cat_190;cat_2;cat_01;cat_1;cat_3;0.24;1;0.75;0.3888889
497;2021-01-31;2021-12-31;func_103;func_028;none;2014-06-09;2099-12-31;cat_7;cat_04;cat_190;cat_2;cat_01;cat_1;cat_3;0.28;1;0.75;0.4012196
498;2001-01-01;2012-01-31;before_data_capture;none;func_148;2012-01-01;2099-12-31;cat_7;cat_04;cat_095;cat_2;cat_01;cat_3;cat_2;0.36;1;0.5;0.2160987
498;2012-01-31;2021-12-31;func_148;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_095;cat_2;cat_01;cat_3;cat_2;0.36;1;0.5;0.2160987
499;2001-01-01;2012-01-31;before_data_capture;none;func_151;2008-07-01;2099-12-31;cat_3;cat_02;cat_133;cat_2;cat_01;cat_3;cat_4;0.2;1;0.33;0.1577255
499;2012-01-31;2013-03-31;func_151;before_data_capture;func_010;2008-07-01;2099-12-31;cat_3;cat_02;cat_133;cat_2;cat_01;cat_3;cat_4;0.2;1;0.33;0.1577255
499;2013-04-30;2021-12-31;func_010;func_151;none;2008-07-01;2099-12-31;cat_3;cat_02;cat_138;cat_2;cat_01;cat_3;cat_4;0.52;1;0.42;0.2012007
500;2019-08-31;2021-12-31;func_171;none;none;2019-08-01;2021-12-31;cat_6;cat_04;cat_184;cat_2;cat_01;cat_7;cat_2;0.08;0.9;0.5;0.2405163
501;2015-08-31;2017-04-30;func_177;none;func_052;2015-08-17;2019-11-30;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_4;0.08;1;0.33;0.1642556
501;2017-05-31;2018-04-30;func_052;func_177;func_223;2015-08-17;2019-11-30;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_4;0.12;1;0.58;0.1797
501;2018-05-31;2019-11-30;func_223;func_052;func_230;2015-08-17;2019-11-30;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_2;0.16;0.8;0.58;0.1856013
501;2019-12-31;2021-09-30;func_230;func_223;func_181;2019-12-01;2099-12-31;cat_4;cat_04;cat_203;cat_2;cat_01;cat_7;cat_2;0.08;1;0.58;0.2191196
501;2021-10-31;2021-12-31;func_181;func_230;none;2019-12-01;2099-12-31;cat_4;cat_04;cat_203;cat_2;cat_01;cat_7;cat_2;0.08;1;0.67;0.251634
502;2016-10-31;2017-09-30;func_105;none;leave;2016-10-10;2017-09-30;cat_4;cat_04;cat_452;cat_2;cat_01;cat_4;cat_2;0.04;1;0.42;0.1817699
502;2017-09-30;2017-09-30;leave;func_105;none;2016-10-10;2017-09-30;cat_4;cat_04;cat_452;cat_2;cat_01;cat_4;cat_2;0.04;1;0.42;0.1817699
503;2017-05-31;2021-12-31;func_254;none;none;2017-05-02;2099-12-31;cat_2;cat_04;cat_191;cat_1;cat_01;cat_4;cat_2;0.16;1;0.58;0.2683745
504;2021-11-30;2021-12-31;func_216;none;none;2021-11-16;2099-12-31;cat_2;cat_18;cat_276;cat_2;cat_06;cat_4;cat_4;0;1;0.33;0.2124183
505;2001-01-01;2012-01-31;before_data_capture;none;func_052;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.2;1;0.58;0.2026915
505;2012-01-31;2013-04-30;func_052;before_data_capture;func_094;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.2;1;0.58;0.2026915
505;2013-05-31;2013-12-31;func_094;func_052;func_025;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.2;1;0.58;0.2155105
505;2014-01-31;2016-07-31;func_025;func_094;func_241;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.32;0.8;0.67;0.2538359
505;2016-08-31;2017-11-30;func_241;func_025;func_025;2008-08-18;2099-12-31;cat_2;cat_02;cat_141;cat_2;cat_01;cat_1;cat_3;0.36;1;0.67;0.283085
505;2017-12-31;2018-04-30;func_025;func_241;func_217;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.4;1;0.67;0.2920131
505;2018-05-31;2018-11-30;func_217;func_025;func_241;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.4;1;0.67;0.2920131
505;2018-12-31;2020-12-31;func_241;func_217;func_131;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.48;0.8;0.67;0.3238131
505;2021-01-31;2021-12-31;func_131;func_241;none;2008-08-18;2099-12-31;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.52;0.8;0.75;0.3473464
506;2001-01-01;2012-01-31;before_data_capture;none;func_216;2007-03-12;2099-12-31;cat_2;cat_08;cat_395;cat_1;cat_01;cat_1;cat_3;0.24;1;0.42;0.169934
506;2012-01-31;2013-11-30;func_216;before_data_capture;func_096;2007-03-12;2099-12-31;cat_2;cat_08;cat_395;cat_1;cat_01;cat_1;cat_3;0.24;1;0.42;0.169934
506;2013-12-31;2021-12-31;func_096;func_216;none;2007-03-12;2099-12-31;cat_2;cat_08;cat_395;cat_1;cat_01;cat_1;cat_3;0.56;1;0.58;0.2341379
507;2001-01-01;2012-01-31;before_data_capture;none;func_051;2012-01-01;2099-12-31;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1562523
507;2012-01-31;2014-10-31;func_051;before_data_capture;func_050;2012-01-01;2099-12-31;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1562523
507;2014-11-30;2020-11-30;func_050;func_051;func_180;2012-01-01;2099-12-31;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_4;0.32;1;0.5;0.2101235
507;2020-12-31;2021-12-31;func_180;func_050;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_4;0.36;1;0.58;0.2268007
508;2013-05-31;2019-03-31;func_187;none;func_002;2013-05-13;2019-03-31;cat_3;cat_11;cat_153;cat_2;cat_01;cat_3;cat_4;0.24;1;0.5;0.2018209
508;2019-04-30;2021-12-31;func_002;func_187;none;2019-04-01;2022-09-04;cat_7;cat_11;cat_153;cat_2;cat_01;cat_3;cat_4;0.08;1;0.58;0.4357137
509;2017-10-31;2021-12-31;func_113;none;none;2017-10-30;2099-12-31;cat_2;cat_04;cat_175;cat_2;cat_01;cat_1;cat_4;0.16;1;0.58;0.224183
510;2018-02-28;2021-12-31;func_177;none;none;2018-02-05;2022-05-15;cat_2;cat_20;cat_366;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1848105
511;2001-01-01;2012-01-31;before_data_capture;none;func_216;2007-09-03;2020-07-12;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.4;1;0.42;0.2187771
511;2012-01-31;2017-03-31;func_216;before_data_capture;func_096;2007-09-03;2020-07-12;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.4;1;0.42;0.2187771
511;2017-04-30;2020-07-31;func_096;func_216;leave;2007-09-03;2020-07-12;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.52;1;0.58;0.2651732
511;2020-07-31;2020-07-31;leave;func_096;none;2007-09-03;2020-07-12;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.52;1;0.58;0.2651732
512;2015-03-31;2016-06-30;func_195;none;func_222;2015-03-01;2021-08-31;cat_4;cat_04;cat_225;cat_2;cat_01;cat_1;cat_2;0.04;1;0.67;0.2071464
512;2016-07-31;2021-08-31;func_222;func_195;func_241;2015-03-01;2021-08-31;cat_4;cat_04;cat_225;cat_2;cat_01;cat_1;cat_2;0.24;1;0.67;0.5364641
512;2021-09-30;2021-12-31;func_241;func_222;none;2021-09-01;2099-12-31;cat_2;cat_04;cat_225;cat_2;cat_01;cat_1;cat_2;0;0.8;0.67;0.2797386
513;2021-11-30;2021-12-31;func_113;none;none;2021-11-01;2099-12-31;cat_2;cat_04;cat_238;cat_2;cat_01;cat_1;cat_2;0;1;0.58;0.254902
514;2001-01-01;2012-01-31;before_data_capture;none;func_101;2012-01-01;2020-01-12;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.24;1;0.58;0.2296948
514;2012-01-31;2018-02-28;func_101;before_data_capture;func_212;2012-01-01;2020-01-12;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.24;1;0.58;0.2296948
514;2018-03-31;2020-01-31;func_212;func_101;leave;2012-01-01;2020-01-12;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.32;1;0.67;0.2533033
514;2020-01-31;2020-01-31;leave;func_212;none;2012-01-01;2020-01-12;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.32;1;0.67;0.2533033
515;2021-10-31;2021-12-31;func_229;none;none;2021-10-01;2099-12-31;cat_4;cat_04;cat_165;cat_2;cat_01;cat_4;cat_4;0;1;0.33;0.7058824
516;2019-07-31;2021-12-31;func_241;none;none;2019-07-01;2099-12-31;cat_2;cat_09;cat_123;cat_2;cat_01;cat_4;cat_2;0.08;1;0.67;0.2621098
517;2001-01-01;2012-01-31;before_data_capture;none;func_115;2007-08-01;2018-08-12;cat_5;cat_02;cat_133;cat_2;cat_01;cat_1;cat_4;0.44;0.8;0.58;0.2118327
