id;time_start;time_end;act;prev_act;next_act;contract_start;contract_end;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11
1446;2012-01-31;2021-12-31;func_212;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_202;cat_1;cat_01;cat_1;cat_2;0.36;1;0.67;0.3890922
1447;2021-05-31;2021-12-31;func_007;none;none;2021-05-06;2022-01-10;cat_2;cat_05;cat_411;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.2592026
1448;2012-01-01;2012-01-31;before_data_capture;none;func_106;2001-01-01;2099-12-31;cat_4;cat_04;cat_359;cat_2;cat_01;cat_2;cat_2;0.8;1;0.5;0.2860856
1448;2012-01-31;2021-12-31;func_106;before_data_capture;none;2001-01-01;2099-12-31;cat_4;cat_04;cat_359;cat_2;cat_01;cat_2;cat_2;0.8;1;0.5;0.2860856
1449;2012-01-01;2012-01-31;before_data_capture;none;func_216;2001-01-01;2099-12-31;cat_2;cat_03;cat_357;cat_2;cat_01;cat_4;cat_2;0.8;1;0.42;0.2807771
1449;2012-01-31;2021-12-31;func_216;before_data_capture;none;2001-01-01;2099-12-31;cat_2;cat_03;cat_357;cat_2;cat_01;cat_4;cat_2;0.8;1;0.42;0.2807771
1450;2012-01-01;2012-01-31;before_data_capture;none;func_006;2012-01-01;2014-12-31;cat_7;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0.08;0.5;0.33;0.2261333
1450;2012-01-31;2014-12-31;func_006;before_data_capture;func_005;2012-01-01;2014-12-31;cat_7;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0.08;0.5;0.33;0.2261333
1450;2015-01-31;2015-06-30;func_005;func_006;func_154;2015-01-01;2017-01-31;cat_4;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0;0.5;0.25;0.2288752
1450;2015-07-31;2015-10-31;func_154;func_005;func_227;2015-01-01;2017-01-31;cat_4;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0;0.5;0.33;0.2288752
1450;2015-11-30;2017-01-31;func_227;func_154;func_006;2015-01-01;2017-01-31;cat_4;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0.08;0.8;0.33;0.2351706
1450;2017-02-28;2021-12-31;func_006;func_227;none;2017-02-01;2099-12-31;cat_7;cat_04;cat_170;cat_2;cat_01;cat_3;cat_2;0.16;0.8;0.33;0.2569529
1451;2012-01-01;2012-01-31;before_data_capture;none;func_073;2001-01-01;2020-11-02;cat_4;cat_04;cat_192;cat_1;cat_01;cat_1;cat_2;0.44;1;0.92;0.4919641
1451;2012-01-31;2012-12-31;func_073;before_data_capture;func_125;2001-01-01;2020-11-02;cat_4;cat_04;cat_192;cat_1;cat_01;cat_1;cat_2;0.44;1;0.92;0.4919641
1451;2013-01-31;2013-05-31;func_125;func_073;func_030;2001-01-01;2020-11-02;cat_4;cat_04;cat_192;cat_1;cat_01;cat_1;cat_2;0.48;1;0.83;0.5035255
1451;2013-06-30;2020-11-30;func_030;func_125;leave;2001-01-01;2020-11-02;cat_4;cat_04;cat_192;cat_1;cat_01;cat_1;cat_2;0.76;1;0.83;0.5731765
1451;2020-11-30;2020-11-30;leave;func_030;none;2001-01-01;2020-11-02;cat_4;cat_04;cat_192;cat_1;cat_01;cat_1;cat_2;0.76;1;0.83;0.5731765
1452;2012-01-01;2012-01-31;before_data_capture;none;func_095;2001-01-01;2099-12-31;cat_2;cat_04;cat_132;cat_1;cat_01;cat_4;cat_3;0.8;1;0.67;0.3627373
1452;2012-01-31;2021-12-31;func_095;before_data_capture;none;2001-01-01;2099-12-31;cat_2;cat_04;cat_132;cat_1;cat_01;cat_4;cat_3;0.8;1;0.67;0.3627373
1453;2012-01-01;2012-01-31;before_data_capture;none;func_224;2012-01-01;2014-10-31;cat_7;cat_04;cat_201;cat_1;cat_01;cat_4;cat_5;0;1;0.58;0.2690052
1453;2012-01-31;2012-11-30;func_224;before_data_capture;func_196;2012-01-01;2014-10-31;cat_7;cat_04;cat_201;cat_1;cat_01;cat_4;cat_5;0;1;0.58;0.2690052
1453;2012-12-31;2014-10-31;func_196;func_224;func_242;2012-01-01;2014-10-31;cat_7;cat_04;cat_201;cat_1;cat_01;cat_4;cat_2;0.08;1;0.58;0.286768
1453;2014-11-30;2016-07-31;func_242;func_196;func_224;2014-11-01;2016-07-31;cat_2;cat_04;cat_201;cat_1;cat_01;cat_4;cat_2;0.08;1;0.67;0.2993412
1453;2016-08-31;2021-12-31;func_224;func_242;none;2016-08-01;2099-12-31;cat_7;cat_04;cat_231;cat_1;cat_01;cat_4;cat_2;0.2;1;0.58;0.3316216
1454;2012-01-01;2012-01-31;before_data_capture;none;func_189;2012-01-01;2099-12-31;cat_7;cat_04;cat_181;cat_1;cat_01;cat_4;cat_3;0.36;1;0.42;0.2666542
1454;2012-01-31;2021-12-31;func_189;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_181;cat_1;cat_01;cat_4;cat_3;0.36;1;0.42;0.2666542
1455;2012-01-01;2012-01-31;before_data_capture;none;func_089;2001-01-01;2099-12-31;cat_3;cat_03;cat_359;cat_2;cat_01;cat_2;cat_2;0.52;0.8;0.42;0.4974889
1455;2012-01-31;2014-01-31;func_089;before_data_capture;func_187;2001-01-01;2099-12-31;cat_3;cat_03;cat_359;cat_2;cat_01;cat_2;cat_2;0.52;0.8;0.42;0.4974889
1455;2014-02-28;2021-12-31;func_187;func_089;none;2001-01-01;2099-12-31;cat_3;cat_03;cat_359;cat_2;cat_01;cat_2;cat_2;0.8;0.8;0.42;0.2845902
1456;2015-01-31;2021-12-31;func_212;none;none;2015-01-01;2099-12-31;cat_7;cat_04;cat_077;cat_1;cat_01;cat_4;cat_2;0.24;1;0.67;0.377598
1457;2020-01-31;2021-11-30;func_096;func_007;leave;2020-01-01;2099-12-31;cat_2;cat_19;cat_327;cat_1;cat_01;cat_4;cat_5;0.04;1;0.58;0.2898412
1457;2021-11-30;2021-11-30;leave;func_096;none;2020-01-01;2099-12-31;cat_2;cat_19;cat_327;cat_1;cat_01;cat_4;cat_5;0.04;1;0.58;0.2898412
1457;2021-12-31;2021-12-31;func_007;none;func_096;2020-01-01;2099-12-31;cat_2;cat_19;cat_327;cat_1;cat_01;cat_4;cat_5;0.04;1;0.42;0.2825163
1458;2017-06-30;2021-12-31;func_236;none;none;2017-06-19;2099-12-31;cat_7;cat_04;cat_385;cat_2;cat_01;cat_4;cat_2;0.16;1;0.67;0.3379366
1459;2012-01-31;2012-01-31;func_056;none;func_118;2012-01-01;2099-12-31;cat_7;cat_04;cat_212;cat_2;cat_01;cat_4;cat_2;0;1;0.67;0.3022046
1459;2012-02-29;2021-12-31;func_118;func_056;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_212;cat_2;cat_01;cat_4;cat_2;0.36;1;0.67;0.3835268
1460;2012-01-01;2012-01-31;before_data_capture;none;func_027;2011-01-01;2099-12-31;cat_2;cat_05;cat_459;cat_2;cat_01;cat_3;cat_5;0.12;1;0.58;0.2695026
1460;2012-01-31;2014-04-30;func_027;before_data_capture;func_209;2011-01-01;2099-12-31;cat_2;cat_05;cat_459;cat_2;cat_01;cat_3;cat_5;0.12;1;0.58;0.2695026
1460;2014-05-31;2016-10-31;func_209;func_027;func_027;2011-01-01;2099-12-31;cat_2;cat_05;cat_459;cat_2;cat_01;cat_3;cat_5;0.2;1;0.67;0.2896359
1460;2016-11-30;2018-04-30;func_027;func_209;func_246;2011-01-01;2099-12-31;cat_2;cat_05;cat_459;cat_2;cat_01;cat_3;cat_5;0.28;1;0.58;0.3145373
1460;2018-05-31;2021-12-31;func_246;func_027;none;2011-01-01;2099-12-31;cat_2;cat_05;cat_459;cat_2;cat_01;cat_3;cat_5;0.4;1;0.58;0.3409033
1461;2012-01-01;2012-01-31;before_data_capture;none;func_024;2008-05-01;2099-12-31;cat_4;cat_12;cat_254;cat_2;cat_01;cat_2;cat_5;0.16;1;0.33;0.1980379
1461;2012-01-31;2012-03-31;func_024;before_data_capture;func_119;2008-05-01;2099-12-31;cat_4;cat_12;cat_254;cat_2;cat_01;cat_2;cat_5;0.16;1;0.33;0.1980379
1461;2012-04-30;2012-10-31;func_119;func_024;func_119;2008-05-01;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_5;0.16;1;0.42;0.2047961
1461;2012-11-30;2014-07-31;func_119;func_119;func_024;2008-05-01;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_5;0.24;1;0.42;0.2179118
1461;2014-08-31;2021-12-31;func_024;func_119;none;2008-05-01;2099-12-31;cat_4;cat_04;cat_254;cat_2;cat_01;cat_2;cat_5;0.52;1;0.33;0.2459974
1462;2012-01-01;2012-01-31;before_data_capture;none;func_187;2001-01-01;2013-08-18;cat_3;cat_09;cat_191;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.2462327
1462;2012-01-31;2013-02-28;func_187;before_data_capture;func_039;2001-01-01;2013-08-18;cat_3;cat_09;cat_191;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.2462327
1462;2013-03-31;2013-08-31;func_039;func_187;leave;2001-01-01;2013-08-18;cat_3;cat_09;cat_191;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.2492843
1462;2013-08-31;2013-08-31;leave;func_039;none;2001-01-01;2013-08-18;cat_3;cat_09;cat_191;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.2492843
1463;2012-01-01;2012-01-31;before_data_capture;none;func_216;2001-01-01;2099-12-31;cat_2;cat_09;cat_252;cat_2;cat_01;cat_4;cat_2;0.6;0.5;0.42;0.2467902
1463;2012-01-31;2016-04-30;func_216;before_data_capture;func_177;2001-01-01;2099-12-31;cat_2;cat_09;cat_252;cat_2;cat_01;cat_4;cat_2;0.6;0.5;0.42;0.2467902
1463;2016-05-31;2021-12-31;func_177;func_216;none;2001-01-01;2099-12-31;cat_2;cat_09;cat_252;cat_2;cat_01;cat_4;cat_2;0.8;0.5;0.33;0.2709908
1464;2012-01-01;2012-01-31;before_data_capture;none;func_167;2001-01-01;2099-12-31;cat_4;cat_04;cat_212;cat_2;cat_01;cat_2;cat_2;0.6;0.8;0.33;0.2379131
1464;2012-01-31;2016-08-31;func_167;before_data_capture;func_024;2001-01-01;2099-12-31;cat_4;cat_04;cat_212;cat_2;cat_01;cat_2;cat_2;0.6;0.8;0.33;0.2379131
1464;2016-09-30;2021-12-31;func_024;func_167;none;2001-01-01;2099-12-31;cat_4;cat_04;cat_212;cat_2;cat_01;cat_2;cat_2;0.8;0.8;0.33;0.2603294
1465;2018-05-31;2020-06-30;func_105;none;func_107;2018-05-28;2099-12-31;cat_4;cat_04;cat_232;cat_2;cat_01;cat_4;cat_2;0.08;1;0.42;0.2655843
1465;2020-07-31;2021-11-30;func_107;func_105;leave;2018-05-28;2099-12-31;cat_4;cat_04;cat_232;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.2695817
1465;2021-11-30;2021-11-30;leave;func_107;none;2018-05-28;2099-12-31;cat_4;cat_04;cat_232;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.2695817
1466;2012-01-01;2012-01-31;before_data_capture;none;func_187;2001-01-01;2013-10-13;cat_3;cat_09;cat_200;cat_2;cat_01;cat_4;cat_2;0.44;0.72;0.42;0.2256693
1466;2012-01-31;2012-10-31;func_187;before_data_capture;func_039;2001-01-01;2013-10-13;cat_3;cat_09;cat_200;cat_2;cat_01;cat_4;cat_2;0.44;0.72;0.42;0.2256693
1466;2012-11-30;2013-10-31;func_039;func_187;leave;2001-01-01;2013-10-13;cat_3;cat_09;cat_200;cat_2;cat_01;cat_4;cat_2;0.48;0.72;0.42;0.2340229
1466;2013-10-31;2013-10-31;leave;func_039;none;2001-01-01;2013-10-13;cat_3;cat_09;cat_200;cat_2;cat_01;cat_4;cat_2;0.48;0.72;0.42;0.2340229
1467;2012-01-01;2012-01-31;before_data_capture;none;func_186;2011-01-01;2013-12-31;cat_5;cat_02;cat_060;cat_1;cat_01;cat_4;cat_2;0.08;1;0.42;0.2431791
1467;2012-01-31;2013-02-28;func_186;before_data_capture;func_038;2011-01-01;2013-12-31;cat_5;cat_02;cat_060;cat_1;cat_01;cat_4;cat_2;0.08;1;0.42;0.2431791
1467;2013-03-31;2016-10-31;func_038;func_186;func_187;2014-01-01;2099-12-31;cat_3;cat_02;cat_060;cat_1;cat_01;cat_4;cat_2;0.08;1;0.42;0.2591797
1467;2016-11-30;2019-08-31;func_187;func_038;func_010;2014-01-01;2099-12-31;cat_3;cat_02;cat_060;cat_1;cat_01;cat_4;cat_2;0.2;1;0.42;0.2766373
1467;2019-09-30;2021-12-31;func_010;func_187;none;2014-01-01;2099-12-31;cat_3;cat_02;cat_060;cat_1;cat_01;cat_4;cat_2;0.28;1;0.42;0.2845902
1468;2012-01-31;2012-01-31;func_117;none;func_002;2012-01-01;2099-12-31;cat_7;cat_05;cat_435;cat_2;cat_01;cat_4;cat_3;0;1;0.58;0.2523078
1468;2012-02-29;2013-12-31;func_002;func_117;func_026;2012-01-01;2099-12-31;cat_7;cat_05;cat_435;cat_2;cat_01;cat_4;cat_3;0.04;1;0.58;0.2710549
1468;2014-01-31;2021-12-31;func_026;func_002;none;2012-01-01;2099-12-31;cat_7;cat_05;cat_428;cat_2;cat_01;cat_4;cat_3;0.36;1;0.58;0.3316216
1469;2012-01-01;2012-01-31;before_data_capture;none;func_252;2012-01-01;2099-12-31;cat_7;cat_04;cat_099;cat_1;cat_01;cat_4;cat_2;0;1;0.58;0.2481327
1469;2012-01-31;2012-04-30;func_252;before_data_capture;func_101;2012-01-01;2099-12-31;cat_7;cat_04;cat_099;cat_1;cat_01;cat_4;cat_2;0;1;0.58;0.2481327
1469;2012-05-31;2014-12-31;func_101;func_252;func_212;2012-01-01;2099-12-31;cat_7;cat_04;cat_099;cat_1;cat_01;cat_4;cat_2;0.08;0.8;0.58;0.2651863
1469;2015-01-31;2021-12-31;func_212;func_101;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_099;cat_1;cat_01;cat_4;cat_2;0.36;0.8;0.67;0.3352634
1470;2015-06-30;2020-01-31;func_072;none;leave;2015-06-01;2020-01-05;cat_7;cat_04;cat_460;cat_1;cat_01;cat_4;cat_5;0.2;1;0.83;0.5791065
1470;2020-01-31;2020-01-31;leave;func_072;none;2015-06-01;2020-01-05;cat_7;cat_04;cat_460;cat_1;cat_01;cat_4;cat_5;0.2;1;0.83;0.5791065
1471;2012-01-01;2012-01-31;before_data_capture;none;func_002;2010-01-01;2014-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_2;0.12;0.8;0.58;0.2753268
1471;2012-01-31;2013-12-31;func_002;before_data_capture;func_046;2010-01-01;2014-12-31;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_2;0.12;0.8;0.58;0.2753268
1471;2014-01-31;2021-12-31;func_046;func_002;none;2015-01-01;2099-12-31;cat_7;cat_04;cat_163;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.67;0.3408288
1472;2012-01-31;2014-06-30;func_164;before_data_capture;func_100;2013-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_3;cat_2;0.04;1;0.17;0.1675556
1472;2012-01-01;2012-01-31;before_data_capture;none;func_164;2013-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_3;cat_2;0.04;1;0.17;0.1675556
1472;2014-07-31;2021-04-30;func_100;func_164;func_164;2013-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_3;cat_2;0.32;1;0.17;0.1956739
1472;2021-05-31;2021-12-31;func_164;func_100;none;2013-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_3;cat_2;0.32;1;0.25;0.1978843
1473;2012-01-01;2012-01-31;before_data_capture;none;func_239;2011-01-01;2099-12-31;cat_2;cat_03;cat_372;cat_1;cat_01;cat_4;cat_2;0.04;1;0.58;0.2481327
1473;2012-01-31;2012-10-31;func_239;before_data_capture;func_096;2011-01-01;2099-12-31;cat_2;cat_03;cat_372;cat_1;cat_01;cat_4;cat_2;0.04;1;0.58;0.2481327
1473;2012-11-30;2016-05-31;func_096;func_239;func_216;2011-01-01;2099-12-31;cat_2;cat_05;cat_372;cat_1;cat_01;cat_4;cat_2;0.2;1;0.58;0.2620719
1473;2016-06-30;2021-12-31;func_216;func_096;none;2011-01-01;2099-12-31;cat_2;cat_05;cat_372;cat_1;cat_01;cat_4;cat_5;0.4;1;0.42;0.2867654
1474;2012-01-01;2012-01-31;before_data_capture;none;func_221;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_2;0.32;0.8;0.42;0.2309725
1474;2012-01-31;2013-04-30;func_221;before_data_capture;func_160;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_2;0.32;0.8;0.42;0.2309725
1474;2013-05-31;2015-04-30;func_160;func_221;func_221;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_6;0.4;0.8;0.42;0.2395673
1474;2015-05-31;2018-04-30;func_221;func_160;func_221;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_6;0.52;0.8;0.42;0.2573373
1474;2018-05-31;2021-09-30;func_221;func_221;func_230;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_6;0.64;0.8;0.5;0.2798941
1474;2021-10-31;2021-12-31;func_230;func_221;none;2005-10-01;2099-12-31;cat_6;cat_04;cat_203;cat_2;cat_01;cat_4;cat_6;0.64;0.8;0.58;0.2908497
1475;2012-01-01;2012-01-31;before_data_capture;none;func_187;2001-01-01;2099-12-31;cat_3;cat_09;cat_245;cat_2;cat_01;cat_4;cat_2;0.48;1;0.42;0.2462327
1475;2012-01-31;2013-02-28;func_187;before_data_capture;func_039;2001-01-01;2099-12-31;cat_3;cat_09;cat_245;cat_2;cat_01;cat_4;cat_2;0.48;1;0.42;0.2462327
1475;2013-03-31;2016-10-31;func_039;func_187;func_187;2001-01-01;2099-12-31;cat_3;cat_09;cat_245;cat_2;cat_01;cat_4;cat_2;0.6;0.8;0.42;0.2622765
1475;2016-11-30;2021-12-31;func_187;func_039;none;2001-01-01;2099-12-31;cat_3;cat_09;cat_245;cat_2;cat_01;cat_4;cat_2;0.8;0.8;0.42;0.2879974
1476;2017-07-31;2020-06-30;func_105;none;func_107;2017-07-17;2099-12-31;cat_4;cat_15;cat_294;cat_1;cat_01;cat_1;cat_5;0.12;1;0.42;0.2340654
1476;2020-07-31;2021-12-31;func_107;func_105;none;2017-07-17;2099-12-31;cat_4;cat_15;cat_294;cat_1;cat_01;cat_1;cat_5;0.16;1;0.42;0.2388889
1477;2012-01-01;2012-01-31;before_data_capture;none;func_104;2012-01-01;2099-12-31;cat_7;cat_04;cat_075;cat_1;cat_01;cat_1;cat_2;0.36;1;0.75;0.4405131
1477;2012-01-31;2021-12-31;func_104;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_075;cat_1;cat_01;cat_1;cat_2;0.36;1;0.75;0.4405131
1478;2015-01-31;2016-05-31;func_191;none;func_188;2015-01-01;2099-12-31;cat_7;cat_04;cat_178;cat_1;cat_01;cat_7;cat_5;0.04;1;0.42;0.2331542
1478;2016-06-30;2021-06-30;func_188;func_191;func_234;2015-01-01;2099-12-31;cat_7;cat_04;cat_178;cat_1;cat_01;cat_7;cat_5;0.24;1;0.42;0.2635458
1478;2021-07-31;2021-12-31;func_234;func_188;none;2015-01-01;2099-12-31;cat_7;cat_04;cat_178;cat_1;cat_01;cat_7;cat_5;0.24;1;0.5;0.2635458
1479;2012-01-01;2012-01-31;before_data_capture;none;func_214;2008-10-01;2099-12-31;cat_6;cat_04;cat_118;cat_1;cat_01;cat_1;cat_2;0.52;0.8;0.67;0.3827922
1479;2012-01-31;2021-12-31;func_214;before_data_capture;none;2008-10-01;2099-12-31;cat_6;cat_04;cat_118;cat_1;cat_01;cat_1;cat_2;0.52;0.8;0.67;0.3827922
1480;2012-01-01;2012-01-31;before_data_capture;none;func_216;2001-01-01;2015-06-07;cat_2;cat_09;cat_239;cat_1;cat_01;cat_4;cat_2;0.56;0.8;0.42;0.2611536
1480;2012-01-31;2015-06-30;func_216;before_data_capture;func_039;2001-01-01;2015-06-07;cat_2;cat_09;cat_239;cat_1;cat_01;cat_4;cat_2;0.56;0.8;0.42;0.2611536
1480;2015-06-30;2016-10-31;func_039;func_216;func_155;2015-06-08;2099-12-31;cat_3;cat_09;cat_239;cat_1;cat_01;cat_4;cat_2;0.04;0.8;0.33;0.2622765
1480;2016-11-30;2021-12-31;func_155;func_039;none;2015-06-08;2099-12-31;cat_3;cat_09;cat_239;cat_1;cat_01;cat_4;cat_6;0.24;0.8;0.33;0.2869895
1481;2020-01-31;2021-12-31;func_107;none;none;2020-01-16;2099-12-31;cat_4;cat_04;cat_415;cat_1;cat_01;cat_4;cat_2;0.04;1;0.42;0.2554216
1482;2012-01-01;2012-01-31;before_data_capture;none;func_158;2001-01-01;2022-10-31;cat_3;cat_02;cat_082;cat_2;cat_01;cat_5;cat_2;0.56;0.8;0.42;0.2272301
1482;2012-01-31;2015-08-31;func_158;before_data_capture;func_040;2001-01-01;2022-10-31;cat_3;cat_02;cat_082;cat_2;cat_01;cat_5;cat_2;0.56;0.8;0.42;0.2272301
1482;2015-09-30;2021-10-31;func_040;func_158;func_151;2001-01-01;2022-10-31;cat_3;cat_02;cat_082;cat_2;cat_01;cat_5;cat_2;0.8;0.8;0.42;0.260883
1482;2021-11-30;2021-12-31;func_151;func_040;none;2001-01-01;2022-10-31;cat_3;cat_02;cat_082;cat_2;cat_01;cat_5;cat_2;0.8;0.8;0.42;0.260883
1483;2019-03-31;2021-12-31;func_230;none;none;2019-03-01;2099-12-31;cat_2;cat_04;cat_195;cat_2;cat_01;cat_4;cat_5;0.08;1;0.58;0.2438471
1484;2012-01-01;2012-01-31;before_data_capture;none;func_056;2012-01-01;2099-12-31;cat_7;cat_04;cat_168;cat_1;cat_01;cat_4;cat_3;0.36;1;0.5;0.3531575
1484;2012-01-31;2021-12-31;func_056;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_168;cat_1;cat_01;cat_4;cat_3;0.36;1;0.5;0.3531575
1485;2012-01-01;2012-01-31;before_data_capture;none;func_216;2001-01-01;2019-03-31;cat_2;cat_04;cat_075;cat_2;cat_01;cat_7;cat_2;0.72;0.5;0.42;0.2812046
1485;2012-01-31;2019-03-31;func_216;before_data_capture;func_007;2001-01-01;2019-03-31;cat_2;cat_04;cat_075;cat_2;cat_01;cat_7;cat_2;0.72;0.5;0.42;0.2812046
1485;2021-08-31;2021-12-31;func_007;func_216;none;2021-08-01;2099-12-31;cat_2;cat_04;cat_075;cat_2;cat_01;cat_7;cat_2;0;0.8;0.42;0.2810458
1486;2012-01-01;2012-01-31;before_data_capture;none;func_024;2009-03-01;2099-12-31;cat_4;cat_08;cat_397;cat_2;cat_01;cat_2;cat_4;0.48;0.8;0.33;0.208717
1486;2012-01-31;2021-12-31;func_024;before_data_capture;none;2009-03-01;2099-12-31;cat_4;cat_08;cat_397;cat_2;cat_01;cat_2;cat_4;0.48;0.8;0.33;0.208717
1487;2020-01-31;2021-12-31;func_173;none;none;2020-01-01;2099-12-31;cat_2;cat_16;cat_294;cat_1;cat_01;cat_7;cat_2;0.04;1;0.58;0.2967052
1488;2012-01-01;2012-01-31;before_data_capture;none;func_201;2012-01-01;2099-12-31;cat_7;cat_04;cat_061;cat_1;cat_01;cat_4;cat_2;0.36;1;0.67;0.3724039
1488;2012-01-31;2021-12-31;func_201;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_061;cat_1;cat_01;cat_4;cat_2;0.36;1;0.67;0.3724039
1489;2014-01-31;2021-12-31;func_247;none;none;2014-01-01;2099-12-31;cat_7;cat_04;cat_257;cat_1;cat_01;cat_4;cat_2;0.28;1;0.58;0.3362641
1490;2012-01-01;2012-01-31;before_data_capture;none;func_015;2001-01-01;2099-12-31;cat_3;cat_09;cat_191;cat_2;cat_01;cat_2;cat_4;0.8;0.5;0.25;0.2368294
1490;2012-01-31;2021-12-31;func_015;before_data_capture;none;2001-01-01;2099-12-31;cat_3;cat_09;cat_191;cat_2;cat_01;cat_2;cat_4;0.8;0.5;0.25;0.2368294
1491;2012-01-01;2012-01-31;before_data_capture;none;func_012;2012-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_4;cat_2;0;1;0.67;0.3442477
1491;2012-01-31;2012-11-30;func_012;before_data_capture;func_196;2012-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_4;cat_2;0;1;0.67;0.3442477
1491;2012-12-31;2020-12-31;func_196;func_012;func_209;2012-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_4;cat_2;0.32;0.8;0.67;0.3864373
1491;2021-01-31;2021-12-31;func_209;func_196;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_165;cat_1;cat_01;cat_4;cat_2;0.36;0.8;0.67;0.3943993
1492;2012-01-01;2012-01-31;before_data_capture;none;func_096;2001-01-01;2099-12-31;cat_2;cat_08;cat_359;cat_1;cat_01;cat_7;cat_2;0.8;1;0.58;0.3540399
1492;2012-01-31;2021-12-31;func_096;before_data_capture;none;2001-01-01;2099-12-31;cat_2;cat_08;cat_359;cat_1;cat_01;cat_7;cat_2;0.8;1;0.58;0.3540399
1493;2012-01-01;2012-01-31;before_data_capture;none;func_075;2012-01-01;2099-12-31;cat_7;cat_04;cat_083;cat_1;cat_01;cat_1;cat_5;0.36;1;0.83;0.5202614
1493;2012-01-31;2021-12-31;func_075;before_data_capture;none;2012-01-01;2099-12-31;cat_7;cat_04;cat_083;cat_1;cat_01;cat_1;cat_5;0.36;1;0.83;0.5202614
1494;2012-01-01;2012-01-31;before_data_capture;none;func_083;2001-01-01;2099-12-31;cat_3;cat_02;cat_124;cat_2;cat_01;cat_2;cat_2;0.8;1;0.5;0.2986843
1494;2012-01-31;2021-10-31;func_083;before_data_capture;func_091;2001-01-01;2099-12-31;cat_3;cat_02;cat_124;cat_2;cat_01;cat_2;cat_2;0.8;1;0.5;0.2986843
1494;2021-11-30;2021-12-31;func_091;func_083;none;2001-01-01;2099-12-31;cat_3;cat_02;cat_124;cat_2;cat_01;cat_2;cat_2;0.8;1;0.5;0.2986843
1495;2012-01-01;2012-01-31;before_data_capture;none;func_106;2007-02-15;2099-12-31;cat_4;cat_04;cat_120;cat_2;cat_01;cat_4;cat_5;0.56;0.8;0.5;0.3021523
1495;2012-01-31;2021-12-31;func_106;before_data_capture;none;2007-02-15;2099-12-31;cat_4;cat_04;cat_120;cat_2;cat_01;cat_4;cat_5;0.56;0.8;0.5;0.3021523
1496;2012-01-01;2012-01-31;before_data_capture;none;func_022;2008-05-05;2099-12-31;cat_1;cat_01;cat_274;cat_1;cat_01;cat_4;cat_2;0.24;1;0.58;0.2436046
1496;2012-01-31;2014-04-30;func_022;before_data_capture;func_209;2008-05-05;2099-12-31;cat_1;cat_01;cat_274;cat_1;cat_01;cat_4;cat_2;0.24;1;0.58;0.2436046
1496;2014-05-31;2018-04-30;func_209;func_022;func_217;2008-05-05;2099-12-31;cat_1;cat_04;cat_274;cat_1;cat_01;cat_4;cat_2;0.4;1;0.67;0.278281
1496;2018-05-31;2021-12-31;func_217;func_209;none;2008-05-05;2099-12-31;cat_1;cat_04;cat_274;cat_1;cat_01;cat_4;cat_2;0.52;1;0.67;0.3048745
